left ventricle myocardium superior,Right ventricle myocardium superior,mucosa of descending colon,heart left ventricle,posterior vena cava,left cardiac atrium,aorta,ovary,adrenal gland,mesenteric fat pad,upper lobe of right lung,heart right ventricle,left ventricle myocardium inferior,left colon,right cardiac atrium,lower lobe of right lung,lower lobe of left lung,kidney,psoas muscle,Right ventricle myocardium inferior,cardiac septum
0.0,0.0,0.0,0.0,0.6394102847435335,0.0,-1.2239648411552029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5286942810744115,0.0,0.6501367208850137,0.0,0.0,-1.1970368470595538,0.0,0.0,0.0,0.0,0.0,0.0,0.4013625623817685,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-6.240314329333709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.266786540694901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5549677604233194,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7170660367285002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.1926450779423965,0.0,0.0,1.038474147814635,0.0,-0.3151229169822471,0.0,0.0,0.3899465183160124,0.0,0.0,0.439983856409075,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082065150931367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0960566884418181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5444834313660856,0.0,0.0,3.857980995127572,0.8744691179161403,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9193815397917148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630344058337943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292830169449663,0.0,0.0,-1.012824040357584,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6346038765365289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.050626073069968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9210486586051774,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4821516951373805,0.0,0.0,0.0,0.0,0.0,-0.8845227825800634,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6828098241193015,0.0,-0.2613770879710202,0.0,-0.5499670793649525,0.0,-0.3855663807876812,-0.3554806545983879,0.0,0.0,0.0,0.0,0.0,-1.0203486453918016,-0.3256225784451043,0.0,-0.1392058189809351,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.70895121799661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.2300056054463244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4901647461769052,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8278190246173196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1805722456418212,-0.2914448703037315,-0.3219280948873626,0.2166620080330474,-0.2076913719900179,-0.5346308251710123,0.0,0.0,0.0,0.0,-0.0535993893840558,-0.0240643933911712,-0.2531546751071349,-0.5418937788292713,0.097780518845278,0.098064286334246,-0.4345456581680587,0.0,0.0,0.0,-0.0659141167313404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7127180479195283,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3918369248423,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.1300605405643731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.046293652273935,0.0,0.0,0.0,0.0,0.0,0.0,-2.3048545815284216,0.0,0.0,0.0,0.0,0.0,0.0
2.091922489441039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7369655941662066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1938232691396777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.222392421336448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.144046369616707,0.0,-0.2203900684252993,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1192989283723449,0.0,0.0,0.0,-0.2730184944064167,0.0,0.0,0.0,1.254317188732685,0.0193005559589352,0.0,0.0532033010837142,0.0,0.0,0.0,0.0227200765000841,0.0,0.0
0.0,0.0,0.0,0.0,-0.925232231598028,0.0,-1.1146031216398562,-1.8050883150856585,0.0,-1.619727918881833,0.0,0.0,0.0,0.0,-0.7220152527002348,0.0,-1.442222328605074,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4720316554169308,0.0,0.0,0.0,6.635657666726694,0.0,0.0,4.599684006427921,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6173839784135335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1582620839167328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7627496199364394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9316130250197503,0.0,0.0,-2.9068905956085187,-4.404290064444836,0.0,0.0,-1.9933053474259916,0.0,0.0,0.0,-5.024166311130752,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.387584286538038,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.8687554667217467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3804572675686977,0.0,0.0,0.9190800046164328,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5443205162238112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0860833717834346,1.2574373698956798,0.0,0.4389352117517173,-0.9784438566335538,0.2316173238485532,0.0,0.0,-0.7635881175759689,0.0,0.0,-0.5204461686207686,0.0,0.0,0.0,-0.5629764756950895,0.0,-0.2055841336498947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.131450853627676,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.046820856752994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.874288949943271,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564732811717896,5.199672344836365,3.947843662338906,3.3006846766952016,0.0,0.0,0.0,0.0,4.405696452579959,2.7664875416834374,4.882316979738827,0.0,0.0,0.0
0.2779307182583679,0.2204801690733102,1.481998501439424,0.6118382067125498,0.8265450043712796,0.0,0.5953491424866044,0.6880083451081482,0.5521227414332905,-4.1985697883892055,0.4894767584886867,1.0147957394169822,1.1187337197300948,-1.4741638623174165,0.6437797130570146,0.2060789831722349,0.5906090638622992,0.7203295925743429,1.2839626199817822,0.9345109184117408,0.2476270945355452
0.0,0.0,0.0,0.0,0.0,0.0,3.024946357130231,0.0,0.0,0.0573331750659509,0.0,0.0,0.0,0.0,0.0,0.0,0.5339253448614318,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1255308820838587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5387472235124076,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4623432140571992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8040797900247432
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592659494196858,0.0,0.0,0.0,0.0,0.0,0.0,0.2329230888286169,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.559841387968291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.148888287229559,0.0,0.0,3.1544093111259066,0.0,0.0,0.0,5.014437383223807,0.0,1.685891409571938
0.0,0.0,0.0,1.6374299206152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19417254768899,0.0,0.0,0.0,0.0,0.0,0.0,4.634950636552832,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1133414730759457,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7634378055273974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7795350272346662,0.0,0.0,0.0,0.0,0.4197754182855071,0.0,1.3504972470841323,0.0,0.0,0.0,0.0,-0.4125306436682692,0.0,0.0802472534544307,0.0,1.0793577916132842,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6310150810518635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8650704199138914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2223924213364494,0.0,0.0,0.0,0.0,0.0,0.0,1.082562594947202,0.0,-0.4374053123072983,0.0,-0.4338965265301606,0.0,0.0
10.619302955415687,11.29232163280204,0.2150128909708506,9.498516826610686,0.5083668099341274,0.0,1.237506830458127,1.1979393776119087,0.0,0.0,0.0,8.582141981658777,9.491853096329676,0.0,8.29722765425904,0.0,0.0,0.0,8.214319120800766,0.0,9.744833837499543
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.492768802511409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6945869918956546,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-4.563768278452032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1757073540363176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.0885366746016576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8702321250296716,0.0,0.0,-0.0331668639352003,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5525410230287786,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.189824558880018,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4798957211970123,0.0,0.1411859712836332,3.0,0.0,0.8549913065931953,0.0,0.6565387435629955,0.0,0.0,0.0,0.0,2.5949465892937784,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.7872706760142716,-0.516135376600042,0.0,0.0,-0.9798221180623692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.518849828707692,0.0,6.893084796083488,5.802663226732883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.478047296804644,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.459431618637297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150021633392469,0.0,0.0,0.0,-1.8899772126721728,0.0,0.0,-0.7052567344388674,0.0,-0.5260688116675878,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5029851985545459,0.0,0.0,0.0,0.6185708933639749,0.0,0.0,0.0,1.3410369178350674,0.0,0.0,-0.0031672790786831,0.0,0.4150374992788439,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.123988717275454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7752937128253059
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2218652168573882,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.166702540775109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1071845896032037,0.0,0.0
0.0,0.0,0.0,-0.7785987810666022,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0696735278068117,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.146841388329271,0.0,0.0,0.0,2.399930606888636,0.0,0.0,2.075288127304238,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.667424660913129,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.1039509640389084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4759197414258658,0.0,0.0,0.9129143832362896,0.0,0.9198296513160162,0.0,1.0324214776923784,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5515829801405108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626651813787829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-2.979241439833202,0.0,-2.30850757912504,-3.2801021065499185,0.0,-2.693896872274321,-5.058893689053569,0.0,0.0,0.0,-2.637827740841413,0.0,-1.791413378188583,0.0,0.0,0.0,0.0
0.0,0.0,0.0059329557537406,0.0,0.0,0.0,0.0725686259506463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2168113890731469,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-2.0223678130284544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0214797274104512,0.0,0.0,-1.4612851318382385,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.025889328852044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5525410230287786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768777620840786,0.0,0.0,0.0,0.0
0.0,0.6757279646443388,0.0,1.1130089618291858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2669924194024773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.085860736653838
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6476982560691198,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.809279798982096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1349295800861086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025985519718212,0.0,0.0,0.0,0.0,0.0,0.0,1.9870609442925016,0.0,0.5749088360572348,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980765807726108,0.0,0.0,0.0,0.0,0.0,0.0,0.3544307345746915,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789433014060342,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.8891158938805432,0.0,0.0,-0.1043366598147361,0.0,0.0,0.0,0.0,-1.5506925986364113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1706703876851349,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776075786635523,0.0,0.0,0.0,0.0,1.9422845021437125,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.506460527042438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5956097449206634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.641768856339629,2.2972805698161647,0.0,0.0,0.0,0.0
0.0,0.6066575718204748,0.0,0.0,0.0,0.0,0.0,0.0,1.55019708256048,0.0,0.0,0.0,0.0259952085329437,0.0,1.5324950808270206,0.0,0.0,0.0,0.0,0.0,0.0
